,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,dataset,PER AKS,CPD AKS,CPD HPO,diff PER,diff HPO
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,simul_noisy_1cp_1,0.1850098813551698,0.1856918901117639,0.1907084154571341,0.3686336922106736,-2.6304687883570432
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,simul_noisy_1cp_2,0.5487092044613536,0.5065377374803656,0.5001930335808843,-7.685576738663635,1.268451072590815
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,simul_noisy_1cp_3,0.3405523004097321,0.3551600483677541,0.3551600483677541,4.289428654702054,0.0
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,simul_noisy_1cp_4,0.0899515047083567,0.1037018262438162,0.1481024392364182,15.286371895657648,-29.979663550121995
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,simul_noisy_2cp_1,0.2152505910561419,0.1337389849199553,0.223799907755068,-37.86823800865968,-40.241715798059
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,simul_noisy_2cp_2,0.4389590705125875,0.2596527990061982,0.2609826740194652,-40.84806159649629,-0.5095644828774559
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,simul_noisy_2cp_3,0.1141708893891558,0.1195892234244175,0.184483082221472,4.7458104813330015,-35.17604867374743
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,simul_noisy_2cp_4,0.1225483506920638,0.1382280644363894,0.2049894380234485,12.794716253444394,-32.56820167457717
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,simul_varnoise_1cp_1,0.114064027576031,0.1174453817147954,0.1337969445770735,2.9644351603405728,-12.221178079936513
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,simul_varnoise_1cp_2,0.4160035106503027,0.3174162062794599,0.3135006973142618,-23.69867124840598,1.2489633990424798
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,simul_varnoise_1cp_3,0.2574426850173477,0.2386829237267102,0.2376363166500609,-7.286966141365925,0.4404238760317813
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,simul_varnoise_1cp_4,0.0626227306863066,0.0855092047068942,0.1359217878417012,36.54659221941612,-37.0894055583782
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,simul_varnoise_2cp_1,0.1142796895469269,0.0916095735521858,0.1377783068154237,-19.83739725284429,-33.509435796078044
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,simul_varnoise_2cp_2,0.2266315884968086,0.1724280895111852,0.1792699182589049,-23.9170096918712,-3.816495714489343
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,simul_varnoise_2cp_3,0.1045217503126835,0.1111936703707723,0.1110682269020602,6.383283898451064,0.1129427129710869
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,simul_varnoise_2cp_4,0.0730276664231676,0.0687366693215426,0.1178249982373892,-5.875851320183734,-41.6620663273386
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_1,0.0426722820125691,0.0499475175864617,0.0499475175864617,17.049089551268338,0.0
17,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_2,0.1921157142966561,0.137201049985579,0.1361117196009956,-28.584160599314867,0.8003207863193307
18,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_3,0.1582717675904834,0.111827885447999,0.111493789342397,-29.3443883577863,0.2996544539139556
19,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_4,0.0332899084511277,0.0653292637553291,0.1300327953470089,96.24344672271378,-49.75939448122318
20,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_1,0.0646870561820947,0.0599294332167702,0.1106315346329604,-7.354829924446937,-45.82970089351407
21,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_2,0.268889801830566,0.0852283011724473,0.0895122228317148,-68.30363197405613,-4.785851053348756
22,22.0,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_3,0.0526910966579181,0.0746203502208148,0.1620263627886092,41.61851803022063,-53.94555001017356
23,,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_4,0.04767677534317011,0.06274924034449623,0.1769284145070465,31.61385159301744,-64.53410803497755
