,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,dataset,PER AKS,CPD AKS,CPD HPO,diff PER,diff HPO
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,simul_varnoise_1cp_3,1251.0625,860.1875,495.46875,-31.243443073387624,73.61084831283506
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,simul_varnoise_1cp_4,983.859375,908.578125,493.4375,-7.651627042736675,84.13236225459151
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,simul_varnoise_2cp_1,1269.0,968.84375,1126.84375,-23.65297478329393,-14.021464821542471
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,simul_varnoise_2cp_2,1778.984375,1868.53125,506.484375,5.033595362522503,268.9217954650625
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,simul_varnoise_2cp_3,1018.265625,1228.21875,384.625,20.61869907471344,219.3288917777056
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,simul_varnoise_2cp_4,1120.703125,728.25,583.828125,-35.01847333565702,24.737053392211973
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_1,1288.5,486.59375,486.84375,-62.23564221963523,-0.0513511778676423
17,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_2,1208.84375,790.015625,677.09375,-34.64700255926376,16.677435731757974
18,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_3,1453.421875,830.640625,544.734375,-42.84931035594879,52.48544301982043
19,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_4,1231.859375,912.828125,692.109375,-25.89834980149418,31.890732588328262
20,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_1,1791.109375,1151.390625,1255.890625,-35.716342001727284,-8.320788285205971
21,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_2,1296.8125,942.53125,380.734375,-27.31938888621138,147.5561209832971
22,22.0,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_3,1624.96875,1381.796875,1106.046875,-14.964710859824226,24.931131422436327
23,,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_4,936.4375,1299.140625,507.625,38.73222986050857,155.92526471312485
