,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,dataset,PER AKS,CPD AKS,CPD HPO,diff PER,diff HPO
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,simul_varnoise_1cp_3,1220.078125,709.28125,484.25,-41.86591534865851,46.47005678884874
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,simul_varnoise_1cp_4,977.796875,946.859375,493.0625,-3.1640007031112694,92.03637976929902
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,simul_varnoise_2cp_1,1263.203125,961.046875,1099.78125,-23.919846620075457,-12.6147245190805
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,simul_varnoise_2cp_2,1787.28125,1299.265625,513.453125,-27.30491493714265,153.0446425854356
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,simul_varnoise_2cp_3,1024.140625,1138.984375,382.109375,11.213669997711497,198.07810263749747
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,simul_varnoise_2cp_4,1008.5625,721.609375,573.6875,-28.45169486273781,25.78439917202309
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_1,1483.6875,481.703125,482.25,-67.53338388306163,-0.1134007257646452
17,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_2,1229.484375,773.921875,657.859375,-37.05313457114898,17.642448281595136
18,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_3,1300.953125,810.71875,714.6875,-37.68270859105704,13.436816790555303
19,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_4,1140.0625,673.171875,484.703125,-40.95307274820459,38.88333709422649
20,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_1,1779.59375,1138.296875,1182.28125,-36.03613886596308,-3.720297095128589
21,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_2,1303.5,856.0625,376.390625,-34.325853471423095,127.43991033251692
22,22.0,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_3,1630.15625,1431.59375,971.140625,-12.180580849228406,47.41364053223496
23,,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_4,994.875,1321.90625,505.890625,32.871591908531215,161.30277666244558
